KIT CARSON,Kit Carson,Kit Carson County,63,7128,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,62402,4/30/2021,178070
LA PLATA,La Plata,La Plata County,67,56272,Cases of COVID-19 in Colorado by County,Cases,3835,,4/30/2021,178071
LA PLATA,La Plata,La Plata County,67,56272,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6815.1,4/30/2021,178072
LA PLATA,La Plata,La Plata County,67,56272,Deaths Among COVID-19 Cases in Colorado by County,Deaths,39,,4/30/2021,178073
LA PLATA,La Plata,La Plata County,67,56272,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,69.3,4/30/2021,178074
LA PLATA,La Plata,La Plata County,67,56272,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,75087,,4/30/2021,178075
LA PLATA,La Plata,La Plata County,67,56272,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,93,4/30/2021,178076
CHAFFEE,Chaffee,Chaffee County,15,20361,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,122.8,4/30/2021,178077
GARFIELD,Garfield,Garfield County,45,60168,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,120519,4/30/2021,178078
DELTA,Delta,Delta County,29,31173,Deaths Among COVID-19 Cases in Colorado by County,Deaths,61,,4/30/2021,178080
DELTA,Delta,Delta County,29,31173,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,195.7,4/30/2021,178081
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8774.4,4/30/2021,178082
CHAFFEE,Chaffee,Chaffee County,15,20361,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,36942,,4/30/2021,178083
DELTA,Delta,Delta County,29,31173,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,37916,,4/30/2021,178084
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,Deaths Among COVID-19 Cases in Colorado by County,Deaths,713,,4/30/2021,178085
GILPIN,Gilpin,Gilpin County,47,6215,Cases of COVID-19 in Colorado by County,Cases,224,,4/30/2021,178086
CHAFFEE,Chaffee,Chaffee County,15,20361,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,97.3,4/30/2021,178088
DELTA,Delta,Delta County,29,31173,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,95.6,4/30/2021,178089
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,108.6,4/30/2021,178090
GILPIN,Gilpin,Gilpin County,47,6215,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3604.2,4/30/2021,178091
GILPIN,Gilpin,Gilpin County,47,6215,Deaths Among COVID-19 Cases in Colorado by County,Deaths,3,,4/30/2021,178093
DELTA,Delta,Delta County,29,31173,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,4.4,4/30/2021,178094
CHAFFEE,Chaffee,Chaffee County,15,20361,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,2.7,4/30/2021,178096
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,910496,,4/30/2021,178097
GILPIN,Gilpin,Gilpin County,47,6215,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,4542,,4/30/2021,178098
DELTA,Delta,Delta County,29,31173,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,121631,4/30/2021,178099
CHAFFEE,Chaffee,Chaffee County,15,20361,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,181435,4/30/2021,178101
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,93,4/30/2021,178102
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7,4/30/2021,178103
ARAPAHOE,Arapahoe,Arapahoe County,5,656822,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,138621,4/30/2021,178104
ARCHULETA,Archuleta,Archuleta County,7,14002,Cases of COVID-19 in Colorado by County,Cases,898,,4/30/2021,178105
ARCHULETA,Archuleta,Archuleta County,7,14002,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6413.4,4/30/2021,178106
ARCHULETA,Archuleta,Archuleta County,7,14002,Deaths Among COVID-19 Cases in Colorado by County,Deaths,1,,4/30/2021,178107
ARCHULETA,Archuleta,Archuleta County,7,14002,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,13714,,4/30/2021,178108
ARCHULETA,Archuleta,Archuleta County,7,14002,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,94.2,4/30/2021,178109
ARCHULETA,Archuleta,Archuleta County,7,14002,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,5.8,4/30/2021,178110
ARCHULETA,Archuleta,Archuleta County,7,14002,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,97943,4/30/2021,178111
BACA,Baca,Baca County,9,3556,Cases of COVID-19 in Colorado by County,Cases,288,,4/30/2021,178112
BACA,Baca,Baca County,9,3556,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8099,4/30/2021,178113
BACA,Baca,Baca County,9,3556,Deaths Among COVID-19 Cases in Colorado by County,Deaths,4,,4/30/2021,178114
BACA,Baca,Baca County,9,3556,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,11493,,4/30/2021,178115
BACA,Baca,Baca County,9,3556,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,98.9,4/30/2021,178116
BACA,Baca,Baca County,9,3556,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,1.1,4/30/2021,178117
BACA,Baca,Baca County,9,3556,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,323200,4/30/2021,178118
BENT,Bent,Bent County,11,5798,Cases of COVID-19 in Colorado by County,Cases,1522,,4/30/2021,178119
BENT,Bent,Bent County,11,5798,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,26250.4,4/30/2021,178120
BENT,Bent,Bent County,11,5798,Deaths Among COVID-19 Cases in Colorado by County,Deaths,21,,4/30/2021,178121
BENT,Bent,Bent County,11,5798,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,362.2,4/30/2021,178122
BENT,Bent,Bent County,11,5798,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,16652,,4/30/2021,178123
BENT,Bent,Bent County,11,5798,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,97.8,4/30/2021,178124
BENT,Bent,Bent County,11,5798,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,2.2,4/30/2021,178125
BENT,Bent,Bent County,11,5798,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,287202,4/30/2021,178126
BOULDER,Boulder,Boulder County,13,327164,Cases of COVID-19 in Colorado by County,Cases,22855,,4/30/2021,178127
BOULDER,Boulder,Boulder County,13,327164,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6985.8,4/30/2021,178128
BOULDER,Boulder,Boulder County,13,327164,Deaths Among COVID-19 Cases in Colorado by County,Deaths,229,,4/30/2021,178129
BOULDER,Boulder,Boulder County,13,327164,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,70,4/30/2021,178130
BOULDER,Boulder,Boulder County,13,327164,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,535957,,4/30/2021,178131
BOULDER,Boulder,Boulder County,13,327164,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,93.4,4/30/2021,178132
BOULDER,Boulder,Boulder County,13,327164,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,6.6,4/30/2021,178133
BOULDER,Boulder,Boulder County,13,327164,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,163819,4/30/2021,178134
BROOMFIELD,Broomfield,Broomfield County,14,70762,Cases of COVID-19 in Colorado by County,Cases,4665,,4/30/2021,178135
BROOMFIELD,Broomfield,Broomfield County,14,70762,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6592.5,4/30/2021,178136
BROOMFIELD,Broomfield,Broomfield County,14,70762,Deaths Among COVID-19 Cases in Colorado by County,Deaths,75,,4/30/2021,178137
BROOMFIELD,Broomfield,Broomfield County,14,70762,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,106,4/30/2021,178138
BROOMFIELD,Broomfield,Broomfield County,14,70762,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,89332,,4/30/2021,178139
BROOMFIELD,Broomfield,Broomfield County,14,70762,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,91.3,4/30/2021,178140
BROOMFIELD,Broomfield,Broomfield County,14,70762,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,8.7,4/30/2021,178141
BROOMFIELD,Broomfield,Broomfield County,14,70762,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,126243,4/30/2021,178142
CHAFFEE,Chaffee,Chaffee County,15,20361,Cases of COVID-19 in Colorado by County,Cases,1626,,4/30/2021,178143
CHAFFEE,Chaffee,Chaffee County,15,20361,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7985.9,4/30/2021,178144
CHAFFEE,Chaffee,Chaffee County,15,20361,Deaths Among COVID-19 Cases in Colorado by County,Deaths,25,,4/30/2021,178145
LA PLATA,La Plata,La Plata County,67,56272,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7,4/30/2021,178146
GILPIN,Gilpin,Gilpin County,47,6215,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,89.9,4/30/2021,178147
CHEYENNE,Cheyenne,Cheyenne County,17,1825,Cases of COVID-19 in Colorado by County,Cases,127,,4/30/2021,178148
CHEYENNE,Cheyenne,Cheyenne County,17,1825,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6958.9,4/30/2021,178149
DENVER,Denver,Denver County,31,729239,Cases of COVID-19 in Colorado by County,Cases,70444,,4/30/2021,178150
CHEYENNE,Cheyenne,Cheyenne County,17,1825,Deaths Among COVID-19 Cases in Colorado by County,Deaths,6,,4/30/2021,178151
DENVER,Denver,Denver County,31,729239,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9659.9,4/30/2021,178152
GILPIN,Gilpin,Gilpin County,47,6215,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,10.1,4/30/2021,178153
CHEYENNE,Cheyenne,Cheyenne County,17,1825,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,328.8,4/30/2021,178154
DENVER,Denver,Denver County,31,729239,Deaths Among COVID-19 Cases in Colorado by County,Deaths,806,,4/30/2021,178155
GILPIN,Gilpin,Gilpin County,47,6215,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,73081,4/30/2021,178156
CHEYENNE,Cheyenne,Cheyenne County,17,1825,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,3458,,4/30/2021,178157
DENVER,Denver,Denver County,31,729239,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,110.5,4/30/2021,178158
GRAND,Grand,Grand County,49,15718,Cases of COVID-19 in Colorado by County,Cases,1451,,4/30/2021,178159
LA PLATA,La Plata,La Plata County,67,56272,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,133436,4/30/2021,178160
CHEYENNE,Cheyenne,Cheyenne County,17,1825,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,98.4,4/30/2021,178162
DENVER,Denver,Denver County,31,729239,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,1271791,,4/30/2021,178164
DENVER,Denver,Denver County,31,729239,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,93.3,4/30/2021,178165
DENVER,Denver,Denver County,31,729239,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,6.7,4/30/2021,178166
DENVER,Denver,Denver County,31,729239,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,174400,4/30/2021,178167
DOLORES,Dolores,Dolores County,33,2037,Cases of COVID-19 in Colorado by County,Cases,77,,4/30/2021,178168
DOLORES,Dolores,Dolores County,33,2037,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3780.1,4/30/2021,178169
DOLORES,Dolores,Dolores County,33,2037,Deaths Among COVID-19 Cases in Colorado by County,Deaths,0,,4/30/2021,178170
DOLORES,Dolores,Dolores County,33,2037,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0,4/30/2021,178171
DOLORES,Dolores,Dolores County,33,2037,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,916,,4/30/2021,178172
DOLORES,Dolores,Dolores County,33,2037,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,95.6,4/30/2021,178173
DOLORES,Dolores,Dolores County,33,2037,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,4.4,4/30/2021,178174
DOLORES,Dolores,Dolores County,33,2037,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,44968,4/30/2021,178175
DOUGLAS,Douglas,Douglas County,35,351528,Cases of COVID-19 in Colorado by County,Cases,27809,,4/30/2021,178176
DOUGLAS,Douglas,Douglas County,35,351528,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7910.9,4/30/2021,178177
DOUGLAS,Douglas,Douglas County,35,351528,Deaths Among COVID-19 Cases in Colorado by County,Deaths,235,,4/30/2021,178178
DOUGLAS,Douglas,Douglas County,35,351528,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,66.9,4/30/2021,178179
DOUGLAS,Douglas,Douglas County,35,351528,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,416450,,4/30/2021,178180
DOUGLAS,Douglas,Douglas County,35,351528,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,89.4,4/30/2021,178181
DOUGLAS,Douglas,Douglas County,35,351528,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,10.6,4/30/2021,178182
DOUGLAS,Douglas,Douglas County,35,351528,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,118469,4/30/2021,178183
EAGLE,Eagle,Eagle County,37,55070,Cases of COVID-19 in Colorado by County,Cases,6215,,4/30/2021,178184
EAGLE,Eagle,Eagle County,37,55070,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,11285.6,4/30/2021,178185
EAGLE,Eagle,Eagle County,37,55070,Deaths Among COVID-19 Cases in Colorado by County,Deaths,22,,4/30/2021,178186
EAGLE,Eagle,Eagle County,37,55070,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,39.9,4/30/2021,178187
EAGLE,Eagle,Eagle County,37,55070,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,55386,,4/30/2021,178188
EAGLE,Eagle,Eagle County,37,55070,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,69.6,4/30/2021,178189
EAGLE,Eagle,Eagle County,37,55070,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,30.4,4/30/2021,178190
EAGLE,Eagle,Eagle County,37,55070,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,100574,4/30/2021,178191
EL PASO,El Paso,El Paso County,41,722493,Cases of COVID-19 in Colorado by County,Cases,63886,,4/30/2021,178192
EL PASO,El Paso,El Paso County,41,722493,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8842.4,4/30/2021,178193
EL PASO,El Paso,El Paso County,41,722493,Deaths Among COVID-19 Cases in Colorado by County,Deaths,791,,4/30/2021,178194
EL PASO,El Paso,El Paso County,41,722493,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,109.5,4/30/2021,178195
EL PASO,El Paso,El Paso County,41,722493,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,780323,,4/30/2021,178196
EL PASO,El Paso,El Paso County,41,722493,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,94.8,4/30/2021,178197
EL PASO,El Paso,El Paso County,41,722493,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,5.2,4/30/2021,178198
EL PASO,El Paso,El Paso County,41,722493,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,108004,4/30/2021,178199
ELBERT,Elbert,Elbert County,39,26686,Cases of COVID-19 in Colorado by County,Cases,1662,,4/30/2021,178200
ELBERT,Elbert,Elbert County,39,26686,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6228,4/30/2021,178201
GRAND,Grand,Grand County,49,15718,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9231.5,4/30/2021,178202
CHEYENNE,Cheyenne,Cheyenne County,17,1825,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,1.6,4/30/2021,178205
GRAND,Grand,Grand County,49,15718,Deaths Among COVID-19 Cases in Colorado by County,Deaths,7,,4/30/2021,178206
CHEYENNE,Cheyenne,Cheyenne County,17,1825,"Total COVID-19 Testing Rate per 100,000 People in Colorado by County","Rate Per 100,000",,189479,4/30/2021,178208
GRAND,Grand,Grand County,49,15718,"Deaths Among COVID-19 Cases Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,44.5,4/30/2021,178209
CLEAR CREEK,Clear Creek,Clear Creek County,19,9740,Cases of COVID-19 in Colorado by County,Cases,435,,4/30/2021,178211
